"pattern","occurences_count","files_count","repos_count"
"MMMM yyyy HH:mm:ss","1","1","1"
"MMM dd yyyy 'at' HH:mm","1","1","1"
"eee, MMM dd HH:mm","1","1","1"
"HH:mm:ssxxx","1","1","1"
"EEE MMM d, yyyy","1","1","1"
"yyyy-MM-ddZ","1","1","1"
"MMMM d, yyyy HH:mm","1","1","1"
"h:m a, dd MMMM yyyy","1","1","1"
"yyyy-MM-dd-EE","1","1","1"
"DDD HH:mm:ss","1","1","1"
"cccc, d LLLL yyyy","1","1","1"
"LL/dd/yyyy","1","1","1"
"[EEE[','][' ']]d['st']['nd']['rd']['th']['-']['/']['.'][','][' ']MMM[['-']['/']['.'][','][' ']uuuu]","1","1","1"
"dd-Mm-yyyy HH:mm","1","1","1"
"yyyy-M-d[['T'][ ][/]H[:][/]m[:s][[.]SSS][ ][z][ ][Z][XXX]]","1","1","1"
"h[:mm] a","1","1","1"
"uuuu-MM-dd HH:mm:ss ZZ","1","1","1"
"dd-MM-yyyy @ hh:mm","1","1","1"
"_yyyyMMdd_HHmmss","1","1","1"
"yyyy${yearWord}M${monthWord}d${dateWord}（$week$chineseWeek）","1","1","1"
"HH:mm MMMM dd","1","1","1"
"HH:mm:ss / dd-MM-yyyy","1","1","1"
"yyyy-MM-dd [HH][H]:mm:ss","1","1","1"
"yyyy年MM月dd日 HH:mm:a","1","1","1"
"yyyy/M/dd H:mm:ss","1","1","1"
"yyy.MM.dd HH:mm","1","1","1"
"yyyy-MM-dd.HH:mm:ss","1","1","1"
"yyyy[-MM][-dd['T'HH[:mm[:ss]]]]","1","1","1"
"dd/MM/yyyy hh:mm:ss a z","1","1","1"
"HH:mm:ss.SSSSSSSS","1","1","1"
"HH:mm:ss dd-MMM-yyyy","1","1","1"
"yyyy-mm-dd hh:mm","1","1","1"
"mmDDyyyy","1","1","1"
"M/d/uuuu","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.n","1","1","1"
"HH:mm:ss nnnnnnnnn","1","1","1"
"MMM d yyyy, HH:mmz","1","1","1"
"EEE, d MMM yyyy HH:mm:'\\d{2}' 'GMT'","1","1","1"
"hh:mm:ss:\t","1","1","1"
"dd.MM.yy§HH:mm:ss","1","1","1"
"L","1","1","1"
"LLL dd, yyyy","1","1","1"
"MM/dd/YY HH:mm:ss","1","1","1"
"YYYY\nMM-dd","1","1","1"
"yyyy/MM/dd HH:mm:ss.N Z","1","1","1"
"dd-MM-uuuu HH:mm","1","1","1"
"dd/MM/yyyy - hh:mm:ss","1","1","1"
"yyyyMMdd.HH.mm.ss.SSS","1","1","1"
"d/MM/yyyy HH:mm:ss","1","1","1"
"yyyy/MM/dd/HH/mm-ss-SSSSSS","1","1","1"
"N","1","1","1"
"M月","1","1","1"
"[d/M/yyyy]","1","1","1"
"yyyy MMM d, EEE","1","1","1"
"'['HH':'mm']' ","1","1","1"
"yyyy-MM-dd'T'HH-mm-ss.SSS'z'","1","1","1"
"HH:mm:ss dd.MM.yy","1","1","1"
"yyyy-MM-dd'T00:00:00Z'","1","1","1"
"Mdy","1","1","1"
"MMyyyy","1","1","1"
"EEEE, MMM d yyyy","1","1","1"
"yyyy-MM-dd HH:mm:ss,SSSZ","1","1","1"
"MM/dd''yy","1","1","1"
"yyyy 年 MM 月","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss' ['z']'","1","1","1"
" hh:mm - dd/MM/yyyy","1","1","1"
"yyyy-MM-dd => HH:mm:ss","1","1","1"
"E, d L u H:m:sa","1","1","1"
"HH:mm:ss   zzz","1","1","1"
"yyyy-MM-dd'T'HH:mm:ssxx","1","1","1"
"yyyy-MM-dd:HH:mm:ss","1","1","1"
"E yyyy-MM-dd","1","1","1"
"hhmm","1","1","1"
"yyyy-M-d H:m:s[.SSS][Z]","1","1","1"
"[-SSS]","1","1","1"
"dd MMM yyyy'г' HH:mm","1","1","1"
"YYYY MMM d. EEEE ","1","1","1"
"dd.MM à HH:mm","1","1","1"
"yyyy-MM-dd.HHmmssnnnnnnnnn","1","1","1"
"HH:mm:ss z 'GMT'xx","1","1","1"
"EEE MMM dd yyyy HH:mm:ss zzz","1","1","1"
"h:mm.SSa a","1","1","1"
"dd/mm/yyyy HH:MM","1","1","1"
"m 'm' s.SS 's'","1","1","1"
"[yyyy-MM-dd hh:mm:ss]","1","1","1"
"yyyyMMdd'T'HHmmssSSSz","1","1","1"
"MMM dd YYYY","1","1","1"
"d-MMM-yy","1","1","1"
"M월 d일 a h:mm","1","1","1"
"MM月dd日 HH:mm","1","1","1"
"'W'w yyyy","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSS[XXX]","1","1","1"
"k","1","1","1"
"yyyy-MM-dd 'at' HH:mm:ss.SSS O","1","1","1"
"uuuuMMdd HH:mm:ss.SSS","1","1","1"
"yyyy/yyyy_MM_dd","1","1","1"
"-yyyyMMdd-HHmm","1","1","1"
"mm:HH dd/MM/yyyy","1","1","1"
"MMM dd, HH:mm:ss","1","1","1"
"HH:mm, EE, dd MMMM","1","1","1"
"HH:mm:ss.S xxx","1","1","1"
"mm ss","1","1","1"
"yyyy/MM/dd HH:mm:ss.SSSxxxxx VV","1","1","1"
"yyyy-MM-dd HH:mm:ss,SSSSS","1","1","1"
"yyyyMMddHHmm.ss","1","1","1"
"MM-dd-yyyy HH:mm:ss.SSS","1","1","1"
"DDD HH:mm:ss.SSS","1","1","1"
"EEEE, MMMM d, 'around' H:mm","1","1","1"
"uuuu['-']['/']['.'][','][' ']MMMM['-']['/']['.'][','][' ']d['st']['nd']['rd']['th']","1","1","1"
"dd MM HH:mm:ss","1","1","1"
"LL dd yyyy, HH:mm:ss","1","1","1"
"yyyy-MM-dd;HH:mm:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss,SSS'Z'","1","1","1"
"MM-dd일  HH : mm","1","1","1"
"cccc","1","1","1"
"yyyy:DDD","1","1","1"
"yyyy-MM-dd HH:mm z","1","1","1"
"dd-MMM-yyyy hh:mm:ss","1","1","1"
"'['yyyy.MM.dd HH:mm:ss'] '","1","1","1"
"dd-MM-yyyy-HH-mm-ss","1","1","1"
"dd/MM/yyy hh:mm:ss","1","1","1"
"uuuu-MM-dd_HHmmss","1","1","1"
"YYMM","1","1","1"
"HH:mm:ss dd MMM yyyy","1","1","1"
"E MMM dd HH:mm:ss ","1","1","1"
"  hh:mm:ss a","1","1","1"
"MMM d ''yy h:mm a","1","1","1"
"[:SSS]","1","1","1"
"yyyy-MM-dd'T'HH':'mm[':'ss[.SSSSSS]]'Z'","1","1","1"
"yyyyMMdHHmmss","1","1","1"
"dd/MM/yyy HH:mm","1","1","1"
"MMM dd, ''yy 'at' HH:mm 'UTC'","1","1","1"
"yyyy년 M월 d일 ${targetDateTime.amPm} hh:mm","1","1","1"
"<HH:mm:ss> ","1","1","1"
"GGGGGyyy\ub144MMMddd\uc77c","1","1","1"
"yyyy-MM-dd'T'HHmmss.n","1","1","1"
"yyDDDHHmmssSSS","1","1","1"
"d/M/","1","1","1"
"dd MMM yyyy | hh:mma","1","1","1"
"yyyy-MM-dd[[ HH][:mm][:ss]]","1","1","1"
"EEEE, d MMM yyyy","1","1","1"
"MMMM_yyyy","1","1","1"
"d MMM hh:mm a","1","1","1"
"yyyy-MM-dd_HH;mm;ss","1","1","1"
"d MMM h:mm","1","1","1"
"EEE MMM dd hh:mm:ss zzz yyyy","1","1","1"
"+DD.DD+ddd.dd[+E'CRS']","1","1","1"
"HH:mm:ssa dd/MM/yyyy","1","1","1"
"dd-MM-yy HH:mm","1","1","1"
"MM월 dd일 HH:mm:ss","1","1","1"
"dd-MM_HH-mm-ss","1","1","1"
":s","1","1","1"
"EEEE, dd MMMM","1","1","1"
"dd-MM-yyyy // HH:mm:ss.SSS","1","1","1"
"MM/dd/yyyy HH:mm:ss.SSS","1","1","1"
"dd MMM uu HH:mm","1","1","1"
"HH:mm dd/MM/yyyy:","1","1","1"
"YYYYMMdd HH:mm:ss","1","1","1"
"E - ha","1","1","1"
"EEEE, d LLL","1","1","1"
"H:mma, dd MMM","1","1","1"
"MM:dd","1","1","1"
"YYYY年MM月","1","1","1"
"EEE dd MMMM yyyy 'at' HH:mm","1","1","1"
"yyyy-MM-dd HH:mm:ss. xxx","1","1","1"
"yyMMddhhmmss","1","1","1"
"dd. MMMM. yyyy","1","1","1"
"HH:mm:ss dd/MM","1","1","1"
"yyyy.MM.dd-HH.mm","1","1","1"
"HH:mm 'on the' dd.MM.yyyy","1","1","1"
"yyyy-MM-dd HH:mm:ss XX","1","1","1"
"HH:mm d.MM.yyyy","1","1","1"
"dd.MMM, '`'yy","1","1","1"
"Y-'W'ww","1","1","1"
"[,][ ]","1","1","1"
"dd MMM yyyy, HH:MM","1","1","1"
"[HH:mm:ss][yyyy-MM-dd['T'HH:mm:ss[x]]","1","1","1"
"yyyy-MM-dd'T'HH:mm:sss","1","1","1"
"H:m[:s]","1","1","1"
"+DD.DD","1","1","1"
"HH:mmXXX","1","1","1"
"HH:mm MMMM dd, yyyy","1","1","1"
"dd/MM/yyyy h:mm a","1","1","1"
"d MM yyyy","1","1","1"
"yyyy-MMM-dd HH:mm:ss Z VV","1","1","1"
"dd MMM yyyy - HH:mm:ss","1","1","1"
"yyyy-dd-MM HH:mm","1","1","1"
"dd MMMM yyyy à HH:mm:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSXXX'['VV']'","1","1","1"
"HH[mm][ss]","1","1","1"
"+ll.lll","1","1","1"
"+ddd.dd","1","1","1"
"dd-MM-yyyy HH_mm_ss","1","1","1"
"dd.MM.yyyy. HH.mm.ss","1","1","1"
"hh:mm:ss.SSS","1","1","1"
"EEE MMMM d yyyy","1","1","1"
"yyMMddHHmmssSS","1","1","1"
"yyyMMdd'T'HHmmss","1","1","1"
"LLLL d, h:mm a","1","1","1"
"d MMM uuu","1","1","1"
"'$dayNumberSuffix of' MMM, yyyy, HH:mm","1","1","1"
"HHmmssSSSSSSSSS","1","1","1"
"yyyyMMddkkmmss","1","1","1"
"LLL d, uuuu","1","1","1"
"yyyy KK","1","1","1"
"uuuuMMdd-HHmmss-SSSSSS","1","1","1"
"MM/dd hh:mm:ss a","1","1","1"
"YYYY-MM-DD'T'HH:mm:ss.AAA'Z'","1","1","1"
"EEEE dd MMM yyyy HH:mm:ss","1","1","1"
"d-M-yyyy H:m","1","1","1"
"yyyy-M-d+HH:mm:ss","1","1","1"
"[EEE[','][' ']]MMM['-']['/']['.'][','][' ']d['st']['nd']['rd']['th'][['-']['/']['.'][','][' ']uuuu]","1","1","1"
"dd-MM-yy, HH:mm:ss","1","1","1"
"M月D日 HH:mm","1","1","1"
"GGy\ub144M\uc6d4d\uc77c","1","1","1"
"yyyy년 MM월 dd일\na hh시 mm분","1","1","1"
"HH:mm:ss zzz","1","1","1"
"yyyy-MM-dd HH:mm:ss,SSSX","1","1","1"
"yyyy==MM==dd HH时mm分ss秒","1","1","1"
"dd.YY HH:mm","1","1","1"
"yyyyMMdd'T'HH:mm","1","1","1"
"d-MM-YY","1","1","1"
"EE, MMM dd","1","1","1"
"yyyy/MM-dd HH:mm/ss","1","1","1"
"d MMM, y","1","1","1"
"yyyyMMddhhmms","1","1","1"
"dd MMM yyyy'г' HH:mm МСК","1","1","1"
"DD.MM.YYYY","1","1","1"
"uuuu.MM.dd HH:mm:ss","1","1","1"
"EEEE d, HH:mm","1","1","1"
"yyyy/MM/yyyy HH:mm:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ssX[VV]","1","1","1"
"E dd MM yyyy","1","1","1"
"[]H:mm","1","1","1"
"EEE, dd/MM/yyyy","1","1","1"
"MMM dd yyyy HH:mm:ss.SSS zzz","1","1","1"
"MMMM dd (EEE)","1","1","1"
"yyyy-M-d'T'H:m:s[:SSS][Z]","1","1","1"
"E, dd MMM yyyy HH:mm:ss z","1","1","1"
"MMMM dd,yyyy","1","1","1"
"hh:mm a, MMM dd, yyyy","1","1","1"
"yyyy-MM-dd\'T\'HH:mm:ss.SSSZ","1","1","1"
"e ee eee eeee eeeee","1","1","1"
"dd-MM-YY","1","1","1"
"yyyy hh","1","1","1"
"d. M. (EEEE)","1","1","1"
"$TIME_PATTERN - $DAY_PATTERN $MONTH_PATTERN","1","1","1"
"yyyy-MM-dd-12","1","1","1"
"uuuu/M/dd","1","1","1"
"MMM dd,yyyy HH:mm:ss","1","1","1"
"MMM ppd HH:mm:ss yyyy","1","1","1"
"MMMM dd, hh:mm:ss a","1","1","1"
"yyyyMMddHmsn","1","1","1"
"'upload/'yyyy-MM-dd","1","1","1"
"HH:mm:ss[.SSSSSS]","1","1","1"
"YYYY.MM.dd-HH:mm:ss","1","1","1"
"yyyyMMdd't'HHmmss'x'SSS'Z'","1","1","1"
"d MMMM yyyy 'at' kk:mm:ss 'UTC'","1","1","1"
"yyyy-MM-dd HH:mm:ssz","1","1","1"
"dd MMM yyy hh.mm a","1","1","1"
"ddMMYYY","1","1","1"
"dd/MM/yyyy à HH:mm","1","1","1"
"d.M.y H:m","1","1","1"
"yyDDD","1","1","1"
"dd-MM-YYYY hh:mm a","1","1","1"
"-yyyy-MM-dd_HH-mm-ss-SSS","1","1","1"
"[Z]","1","1","1"
"EEEE d MMMM yyyy","1","1","1"
"dd MM yyyy HH:mm:ss","1","1","1"
"'['yyyy-MM-dd HH:mm","1","1","1"
"E, dd MMM yy","1","1","1"
"'In %1\$d days at' HH:mm","1","1","1"
"+DDMM.MMM","1","1","1"
"HH/mm/ss","1","1","1"
"uuuu_MM_dd_HH_mm_ss","1","1","1"
"[[yyyy/]M/dd][[ ]h:m[:s] a][[ ]H:m[:s]]","1","1","1"
"M/d/yyy h:mm:ss.SSSSSSS a","1","1","1"
"yyyy/MM/dd_HH:mm:ss","1","1","1"
"yyyy-MM-dd['T'][ ][HH][:mm][:ss][.SSSSSSS][.SSSSSS][.SSSSS][.SSSS][.SSS][.SS][.S][ ]['Z'][Z][O][X][x][z]","1","1","1"
"[E[,][ ]]d MMM yyyy K:mm:ss a[ ][z][ ][Z]","1","1","1"
"EEEE, MMM dd HH:mm","1","1","1"
"EEE dd.MM","1","1","1"
"dd-MMM-yy_hh:mm:ss","1","1","1"
"yyMMdd--hh-mm-ss","1","1","1"
"EEE, MMM d, yyyy HH:mm z","1","1","1"
"yyyy-MM-dd k:mm:ss","1","1","1"
".yyyy-MM-dd-HH","1","1","1"
"yyyy년 MMMM d일","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss XXX","1","1","1"
"eeee, dd. MMMM yyyy","1","1","1"
"yyyy-MM-dd--HH:mm","1","1","1"
"dd-MMM-yyyy hh:mm a","1","1","1"
"yyyy.MM.dd_HH.mm.ss","1","1","1"
"yy-MM","1","1","1"
"--.MM.yyyy","1","1","1"
"_dd_MM_yyyy__HH_mm","1","1","1"
"dd/MM/yy, HH:mm","1","1","1"
"${getString(R.string.date_format)} ${getString(R.string.time_format)}","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss[z]","1","1","1"
"M-yyyy","1","1","1"
"yyyyMMdd_hh:mm:ss a","1","1","1"
"dd-MM-yyyy'T'HH-mm-ss","1","1","1"
"dd MMM yyyy HH:mm:ss:SSS","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss+ss:ss","1","1","1"
"uuuu-MM-dd_HH-mm-ss","1","1","1"
"yyyy,DDD,HH:mm:ss.SSSS","1","1","1"
"dd.MM.yyyy HH:mm.ss","1","1","1"
"YY-ww","1","1","1"
"hh:mm:ss:SSS","1","1","1"
"dd MMMM HH:mm ","1","1","1"
"yyyy MM dd - HH:mm:ss","1","1","1"
"dd-MM-","1","1","1"
"dd-MM-YYYY HH:mm","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSSSZ","1","1","1"
"dd.MM.yyy-HH:mm","1","1","1"
"E MMM dd HH:m:ss  yyyy","1","1","1"
"dd-MM___HH-mm-ss-SSSS","1","1","1"
"MMMM.yyyy","1","1","1"
"yyyy|MM|dd","1","1","1"
"M/d/yy[ ]K:mm[:ss][ ]a","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss.A","1","1","1"
"EEEE dd MMM","1","1","1"
"$DAY$DAY.$M$M.$YEAR","1","1","1"
"${schedule.startDate.amPm} hh:mm","1","1","1"
"dd-M-yyyy hh:mm a O","1","1","1"
"HH:mm MMM, dd YYYY","1","1","1"
"dd MMMM yyyy, hh:mm a","1","1","1"
"E, dd LLL yyyy","1","1","1"
"dd-MM-YYYY__HH-mm-ss","1","1","1"
"EEEE, d. MMMM yyyy HH:mm:ss","1","1","1"
"d::MM::uuuu HH::mm::ss","1","1","1"
"MM/dd - EEE, hh:mm a","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss:SSS","1","1","1"
"yyyy-MM-dd, kk:mm","1","1","1"
"yyy-MM-dd hh:mm:ss","1","1","1"
"EEEE d MMM yyyy","1","1","1"
"yyyy-MM-dd HH:mm:ss:SSS  ","1","1","1"
"yyyy qq","1","1","1"
"dd-MM-yyyy HH::mm","1","1","1"
"dd_MM_yyyy_HH:mm:ss","1","1","1"
"Y-M-d_H-m-s","1","1","1"
"u-MM-dd'T'HH:mm:ss","1","1","1"
"EEE dd/MM","1","1","1"
"dd - MM - YYYY ","1","1","1"
"d/MM/YYYY","1","1","1"
"yyyy年MM月dd E","1","1","1"
"mm-dd-yyyy","1","1","1"
"MM/dd/yy HH:mm:ss","1","1","1"
"yyyy年MM月dd日 HH时mm分ss秒  SSS毫秒  E 是这一年的D天","1","1","1"
"dd. MMMM yyyy HH:mm:ss","1","1","1"
".yyyy-MM-dd-HH-mm","1","1","1"
"dd-MM-yyyy HH.mm.ss.SSS","1","1","1"
"d\\M\\u h:m:s a","1","1","1"
"HH:mm:ss,   MMM d  uuuu ","1","1","1"
"MM/dd@HH:mm:ss","1","1","1"
" MMdd HH:mm:ss.SSS","1","1","1"
"YYYY/MM/dd hh:mm","1","1","1"
"dd-MM-yyy-HH:mm:ss","1","1","1"
"yyyy[-MM][-dd][ ][HH][:mm][:ss][ ][VV]","1","1","1"
"eee MMM dd yyyy","1","1","1"
"d MMM u HH:mm:ss","1","1","1"
"yyyy:MM:dd[ H:m[:ss[.S]][ ][z][ ][Z]]","1","1","1"
"HH:mm:ss dd MMM","1","1","1"
"yyyy/MM/dd (E) HH:mm:ss","1","1","1"
"yyyy-MM-dd HH:mm:ss 'UTC'Z","1","1","1"
"yyyy\nMM\ndd","1","1","1"
"y[-][/]M[-][/]d H:m:s.SSS","1","1","1"
"yyyy EEE","1","1","1"
"uuuu/M/d","1","1","1"
"yyyy QQ","1","1","1"
"yyyymmddHHmmss","1","1","1"
"MMM dd yyyy, HH:mm:ss","1","1","1"
"HH[:]mm[:]ss","1","1","1"
" H:m","1","1","1"
"MM-dd-yyyy_HH-mm-ssa","1","1","1"
"hmma","1","1","1"
"L LL LLL LLLL LLLLL","1","1","1"
"H-m-s","1","1","1"
"h:mm:ss","1","1","1"
"u'y' M'm' d'd' HH:mm:ss","1","1","1"
"M-dd-yy hh:mm a","1","1","1"
"MMM dd, YYY EEEE","1","1","1"
"MMM d yyyy hh:mm a","1","1","1"
"yyyy EEEEE","1","1","1"
"dd-MM-yy HH:mm:ss.SSS","1","1","1"
"yyyy-MM-dd',' HH:mm","1","1","1"
"uuuu-MM-dd HH:mm:ss:SSS","1","1","1"
"yyyy/MM/","1","1","1"
"dd MMM hh:mm","1","1","1"
"${_prettyDateTime} yyyy","1","1","1"
"yyy","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSS xxx","1","1","1"
"M/d/yy h:m:s a","1","1","1"
"HH:mm:ss.SSSX","1","1","1"
"yyyy-dd-M-m-H-ss","1","1","1"
"MM/dd/yyyy[ HH:mm:ss]","1","1","1"
"yyy-MM-DD HH:mm:ss","1","1","1"
"MM/dd , yyyy , hh:mm","1","1","1"
"ddMMyyHHmm","1","1","1"
"d-M-y--k-m","1","1","1"
"d MMM, yyyy","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss.SSS'Z'","1","1","1"
"yyyy-MM-dd: HH:mm:ss","1","1","1"
"dd 'de' MMMM 'de' yyyy","1","1","1"
"E MMM dd HH:mm:ss ZZZZ yyyy","1","1","1"
"YYYY w","1","1","1"
"dd-MM-yyyy_HH.mm.ss.SSS","1","1","1"
"EEE MMM d HH:mm:ss yyyy Z","1","1","1"
"HH:mm:ss dd MMM uuuu","1","1","1"
"EEE, LLL dd","1","1","1"
"EEEE\n MMM dd, yyyy","1","1","1"
"yyyy-dd-M-HH-mm-ss","1","1","1"
"MMM d HH:mm:ss","1","1","1"
"yyyy,DDD,HH:mm:ss.nZ","1","1","1"
"[a h:mm:ss]","1","1","1"
" - H:mm","1","1","1"
"uuuu-MM-dd'T'HH:mm:ssZZZZ","1","1","1"
"HH:mm+0000","1","1","1"
